seq_no,school_id,census_no,name,address,tel,email,province,district,zone,division,medium,sex,government_type,school_category,grade_span,difficulty,total_students
4440,1101008,10008,KN VANNERIKULAM MAHA VIDYALAYAM,VANNERIKULAM KILINOCHCHI,0213208222,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,178
4441,1104001,10009,KN IRANAITIVU R.C.T.M.S,VERAVIL.POONAKARY,0212283190,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,411
4442,1101009,10010,KANAGAPURAM M.V.,KANAGAPURAM KILINOCHCHI,0212285634,kanagapuram65@gmil.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,453
4443,1104002,10011,MULANKAVIL MAHA VIDYALAYAM,VINAYAKAPURAM POONAKARY,0776526263,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,National,1AB,Grade 6-13,Difficult,977
4444,1104003,10012,KN NACHCHIKUDA G.T.M.SCHOOL,"VINAYAKAPURAM, NACHCHIKUDA",0779992482,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,366
4445,1101010,10013,RAMANATHAPURAM WEST G.T.M.SCHOOL,"VADDAKACHCHI, KILINOCHI",0772881132,rwestgtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,324
4446,1104004,10014,VERAVIL HINDU MAHA VIDYALAJAM,VERAVIL.POONAKARY,0212283190,IRANAITHIVU.R.C.T.M.S,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,411
4447,1101011,10015,ST.FATIMA R.C.T.M SCHOOL,"D8, URUTHIRAPURAM, KILINOCHCHI",0773290746,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,375
4448,1101012,10016,THIRUVAIARU MAHA VIDYALAYAM,"THIRUVAIARU, KILINOCHCHI",,thiruvaiyarumahavidyalayam@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,1C,Grade 1-13,Difficult,681
4449,1101001,10017,KILINOCHCHI MAHA VIDYALAYAM,WILSON ROAD KILINOCHCHI,0212285414,kilinochchimv@yahoo.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Sinhala/ Tamil/ English,Mixed,Provincial,1AB,Grade 1-13,Congenial,2426
4450,1101015,10019,KONAVIL M.V.,"KONAVIL, KILINOCHI",0774463373,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,1C,Grade 6-13,Very Difficult,522
4451,1104011,10020,CHEMPAN KUNRU G.T.M.S,"CHEMPAN KUNRU, POONAKARY",0213208374,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,45
4452,1104006,10021,KARIYALAINAGAPADUVAN NO2 G.T.M.S,"KARIYALAINAGAPADUVAN, PALLAVARAYAN KADDU",0778961214,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,156
4453,1104007,10022,KARIYAALAI NAAGAPADUVAAN.NO.03.G.T.M.SCHOOL,"SOLAI PALLAVARAAJANKADDU, POONAKARY, KILINOCHCHI",0778045431,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,29
4454,1101016,10023,KANAGAMBIKAIKULAM GTMS,"KANAKAMBIKAIKULAM, KILINOCHCHI",0213208225,kkgtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,303
4455,1104008,10024,KIRANCHI G.T.M.SCHOOL,"SIVAPURAM, POONAKARY",0770697743,kirancigtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,320
4456,1104009,10025,KUMULAMUNAI G.T.M.S,"KUMULAMUNAI, PALLAVARAJANKADDU",0213208377,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,184
4457,1101017,10027,PANNAKKANDY HINDU TAMIL MIXED SCHOOL,D3 PANMANKKANDY KILINOCHCHI,0213208351,knpannakkandyhtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,84
4458,1102001,10029,RAMANATHAPURAM EAST G.T.M.SCHOOL,RAMANATHAPURAM KILINOCHCHI,0467666156,eastgtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,519
4459,1101018,10030,KN SKANTHAPURAM NO1 G.T.M SCHOOL,"SKANTHAPURAM, KILINOCHCHI",0775635698,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,128
4460,1101019,10031,SKANTHAPURAM NO-02 G.T.M SCHOOL,"SKANTHAPURAM, KILINOCHCHI",0213208353,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,236
4461,1101020,10032,SIVANAGAR G.T.M.S,"SIVANAGAR, URUTHIRAPURAM, KILINOCHCHI",0213208231,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,313
4462,1101004,10033,"KN VADDAKKACHCHI, SOUTH G.T.M.S","VADDAKKACHCHI, KILINOCHCHI",0778057376,mvasanthy@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,40
4463,1104012,10034,VALAIPPADU RCTM SCHOOL,"VALAIPPADU, VERAVIL, POONAKARY",0213208878,knvalaipadurctms@yahoo.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,281
4464,1101023,10036,PUTHUMURIPPU VIGNESWARA VIDYALAYAM,"PUTHUMURIPPU, KILINOCHCHI",,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,375
4465,1102002,10037,MURUGANTHA COLLEGE,"MURASUMODAI, PARANTHAN",0212060202,kn.murugananda college@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Sinhala/ Tamil/ English,Mixed,Provincial,1AB,Grade 6-13,Congenial,504
4466,1103001,10038,PALLAI CENTRAL COLLEGE,"A-09 ROAD, PALLAI",0212050038,pallaicentralcollege@gmail.com,Northern,Kilinochchi,Kilinochchi,Palai,Sinhala/ Tamil/ English,Mixed,Provincial,1AB,Grade 6-13,Not Congenial,889
4467,1104013,10039,POONAKARY CENTRAL COLLEGE,POONAGARY,0212060851,poonagarycc@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,1AB,Grade 1-13,Difficult,685
4468,1102003,10040,PARANTHAN HINDU MAHA VIDIYALAYAM,KUMARAPURAM PARANTHAN,0212280179,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,626
4469,1103002,10041,YAKKACHCHI G.T.M.SCHOOL,"A9 ROAD, IYAKKACHCHI",0213204749,IYAKKACHCHIGTMSCHOOL@GMAIL.COM,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,233
4470,1102004,10042,KALAVEDDETHIDAL NAGESWARA VIDYALAYAM,PULIYAMPOKKANAI PARANTHAN,0213208234,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,67
4471,1102005,10043,KANDAWALAI M.V.,"MAIN STREET, KANDAWALAI, PARANTHAN",0213208216,KANDAWALAIMV1896@GMAIL.COM,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,173
4472,1103003,10044,MASAR GTMS,MASAR PALAI,0213208241,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,155
4473,1102006,10045,THARUMAPURAM CENTRAL COLLEGE,THARUMAPURAM PARANTHAN,0212060400,kntmv1959@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,1AB,Grade 6-13,Difficult,992
4474,1103004,10046,ALLIPPALAI CCTMS,ALLIPPALAI PALLAI,0776701512,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,12
4475,1104015,10048,CHELLIYATHIVU G.T.M.S,SELVIPURAM POONAKARY,0213208238,chelliyathivugtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,124
4476,1102007,10050,ELEPHANT PASS G.T.M.S,"SIVAPURAM, PARANTHAN",0770757433,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,101
4477,1104017,10051,GNANIMADAM G T M S,GNANIMADAM POONAGARY,0773618523,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,56
4478,1104018,10052,KARUKKAITIVU MAHA VIDYALAYAM,"KARUKKAITIVU, POONAKARY",0776172295,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,168
4479,1103005,10054,KILALY R.C.T.M.SCHOOL,KILALY ELUTHUMADDUVAL,0776450333,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,113
4480,1103006,10055,KOVILVAYAL C.C.T.M.SCHOOL,KOVILVAYAL IYAKKACHCHI,0772627677,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,114
4481,1104020,10056,MADDUVILNADU G.T.M.S,"MADDUVILNADU WEST , POONAKARY",0778882740,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,23
4482,1103007,10057,MUKAMALAI R.C.T.M.S,MUKAMALAI ELUTHUMADDUVAL KILINOCHCHI,0772600403,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Congenial,23
4483,1103008,10058,MUHAVIL G.T.M.SCHOOL,"MUHAVIL, IYAKKACHCHI",0774285777,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,27
4484,1102008,10059,MURASUMODDAI G.T.M SCHOOL,"MURASUMODDAI, PARANTHAN",0771145086,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,24
4485,1101024,10060,"ST.ANTONY, S R.C.TM.SCHOOL",2ND MILE POST MURASUMODDAI PARANTHAN,0212283248,revstantonys@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,235
4486,1103009,10061,PALLAI R.C.T.M SCHHOL,PALLAI,0212283191,pallairctms@gmail.com,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,193
4487,1104021,10062,PARAMANKIRAI.G.T.M.SCHOOL,PARAMANKIRAI POONAKARY,0772487868,paramankiraigtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,38
4488,1102009,10063,PARANTHAN.G.T.M.S,"KN/PARANTHANG.T.M.S, PARANTHAN",,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,35
4489,1104022,10064,POONAKARY NALLUR M.V.,NALLUR POONAKARY,0776948235,poonakarynallur@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,97
4490,1104023,10065,SAMIPULAM G.T.M.S,"SAMIPULAM, NALLUR, POONAKARY",0778030215,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,10
4491,1103010,10066,SOORANPATTU C.C.T SCHOOL,PALLAI PALLAI,0776660389,scctms@gmail.com,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,20
4492,1103011,10067,SORANPATTU GANESHA VIDYALAYAM,SORANPATTU PALAI,0213208243,knsoranpattuganeshavidyahoo.com,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,99
4493,1102010,10068,KANNAKAIAMMAN VIDYALAYAM,THADDUVANKODDY ELEPHANTPASS,0774104005,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,90
4494,1103012,10070,THARMAKERNY G.T.M.S,THARMAKERNY PALLAI,0213214852,kntharmakernygtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,136
4495,1102011,10071,THARUMAPURAM NO 1 G.T.M.S,"THARUMAPURAM, PARANTHAN",0212060410,KNTHARMAPURAMNOONEGTMS.@GMAIL.COM,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,466
4496,1102012,10072,UMAYALPURAM G.T.M SCHOOL,"ELEPHANTPASS, PALLAI",0778333829,kiliumaiyalpuram@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Not Congenial,36
4497,1103013,10073,VEMBODUKERNY C.C.T.M.S,ITHTHAVIL PALLAI,0213003178,,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,186
4498,1104025,10074,VINASIYODAI G.T.M.S,GOWTHARIMUNAI POONAKARI,0773400375,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,101
4499,1102013,10075,PERIYAKULAM IYANAR VIDYALAYAM,PERIYAKULAM KANDAWALAI,0773922181,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,24
4500,1102014,10076,PULIYAMPOKKANAI NAGENDRA VIDYALAYAM,"KANDAWALAI, PARANTHAN",0776129287,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,38
4501,1104026,10077,JEYAPURAM.M.V.,PALLAVARAYANKADDU,0212284246,jeyapurammv@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,383
4502,1101025,10078,BARATHY VIDYALAYAM,"KN/BARATHY VIDYALAYAM, BARATHY PURAM, KILINOCHCHI",0773981294,barathy@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,1AB,Grade 6-13,Congenial,685
4503,1101026,10079,KN ANAIVILUNTHANKILAM G.T.M SCHOOL,"VANNERIKULAM, KILINOCHCHI",0770711327,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,75
4504,1101027,10080,KN OOTUPPULAM G.T.M SCHHOL,"KONAVIL, KILINOCHCHI",0775459278,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,277
4505,1101028,10081,KN SIVAPATHAKALAIYAKAM G.T.M SCHOOL,"PONNAGAR NORTH, KILINOCHCHI",0775049841,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,434
4506,1102015,10082,MYLVAGANAPURAM.G.T.M.S,THARMAPURAM PARANTHAN,0772556991,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,72
4507,1102016,10083,PUNNAINEERAVI G.T.M.S,"PUNNAINEERAVI, VISUVAMADU",0771573204,kpngtms@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,224
4508,1102017,10084,PIRAMANTHANARU MAHA VIDYALAYAM,PIRAMANTHANARU THARUMAPURAM PARANTHAN,0213208218,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,559
4509,1101029,10085,KN UNIONKULAM G.T.M.S,UNIONKULAM AKKARAYAN,0772405079,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,45
4510,1101030,10086,KN KANNAKAIPURAM G.T.M.S,"KANNAKAIPURAM, SKANDAPURAM, KILINOCHCHI",0770261554,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,54
4511,1101031,10087,KN SELVANAGAR G.T.M SCHOOL,"SELVANAGAR, KILINOCHCHI",0772812463,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-8,Very Difficult,214
4512,1102018,10088,KALMADUNAGAR G.T.M.S,KALMADUNAGAR KILINOCHCHI,0778795141,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,36
4513,1102019,10089,KADDAIKADU G.T.M.SCHOOL,THARMAPURAM PARANTHAN,0773595644,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,60
4514,1102020,10090,KUMARASAMYPURAM.G.T.M.S,"THARUMAPURAM, PARANTHAN",0770261554,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,45
4515,1101032,10091,KILINOCHCHI HINDU PRIMARY,"JEYANTHINAGAR, KILINOCHCHI.",0212283339,kilihindup@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,501
4516,1104027,10092,PALLIKUDAVIDYALAYAM,KILINOCHCI POONAKARY,0770372285,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,61
4517,1101033,10093,IYANARPURAM G.T.M SCHOOL,"VANNERIKULAM, KILINOCHCHI",0770538938,iyanarpurams@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,297
4518,1101034,10094,SHANTHAPURAM KALAIMAHAL VIDYALAYAM,"AMPALNAGAR SANTHAPURAM, KILINOCHCHI",0213208361,kskv@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,507
4519,1101035,10095,ALAGAPURI VIDYALAYAM,ALAGAPURI RAMANATHAPURAM,0212285817,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,100
4520,1102021,10096,THAMBIRASA VIDIYALAYAM,THAMBIRASAPURAM ULAVANOOR THARUMAPURAM PARANTHAN,0775157264,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,57
4521,1104028,10097,MUKKOMPAN MAHA VIDYALAYAM,MUKKOMPAN POONAKARY,0213208240,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,1C,Grade 1-13,Very Difficult,473
4522,1101036,10098,MAYAVANOOR VIDYALAYAM,"MAYAVANOOR, VADDAKKACHCHI",0213208363,MAYAVANOOR@GMAIL.COM,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,104
4523,1104029,10099,POONAGARY SRI VIGNESWARA VIDYALAYAM,4TH MAIL POST POONAGARY,0214505659,srivigneswara5@gmail.com,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,382
4524,1102022,10100,KALLARU TAMIL VIDYALAYAM,"KALLARU, THARUMAPURAM",0213208248,kallarutv@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,191
4525,1101037,10101,VIVEKANANTHA VIDYALAYAM,AMBALKULAM KILINOCHCHI,0213208245,knvivekanantha@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,700
4526,1101038,10102,KILINOCHCHI CENTRAL PRIMARY VIDYALAYAM,"A-9 ROAD, ANANDAPURAM, KILINOCHCHI",0212284094,kcpv2010@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,793
4527,1101039,10103,AKKARAYAN PRIMARY VIDYALAYAM,"AKKARAYANKULAM, KILINOCHCHI",0777910580,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,143
4528,1102023,10104,MURUGANANTHA PRIMARY SCHOOL,MURASUMODDAI PARANTHAN,0212060484,murugananthaprimary5@gmail.com,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,203
4529,1104030,10105,MULANGAVIL PRIMARY SCHOOL,"VINAYAGAPURAM, MULANGAVIL, POONAGARY",0770763949,,Northern,Kilinochchi,Kilinochchi,Poonahari,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,324
4530,1101040,10106,THIRUVALLUVAR VIDYALAYAM,"MALAYALAPURAM, KILINOCHCHI",0770879150,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,59
4531,1102024,10107,AMBIKAI VIDYALAYAM,KANNAKINAGAR VISWAMADU,0773166051,,Northern,Kilinochchi,Kilinochchi,Kandawalai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,145
4532,1101042,10108,ANNAI SARATHADEVI VIDYALAYAM,MALAIYALAPURAM KILINOCHCHI,0772049079,,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,338
4533,1103014,10109,KN PALLAI HINDU PRIMARY,PALLAI TOWN PALLAI,0213131280,phpvid@gmail.com,Northern,Kilinochchi,Kilinochchi,Palai,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Congenial,317
4534,1101041,10110,KN RAMAKIRUSHNA VIDYALAYAM,"KIRUSHNAPURAM, KILINOCHCHI",0776737535,knramakirushnavid@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,97
4535,1101043,10111,KN VADDAKKACHCHI PRIMARY VIDYALAYAM,"CIVIC CENTRE, VADDAKKACHCHI, KILINOCHCHI",0212283233,VADDAKKACHCHIPRIMARY2013@GMAIL.COM,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Difficult,231
4536,1101044,10112,KN KONAVIL GANDHI PRIMARY VIDYALAYAM,"KONAVIL, KILINOCHCHI",0770538848,konavilgandhip.v@gmail.com,Northern,Kilinochchi,Kilinochchi,Karachchi,Tamil,Mixed,Provincial,Type 3,Grade 1-5,Very Difficult,276
4537,1201001,11001,SITHIVINAYAGAR HINDU COLLEGE,UPPUKULAM MANNAR,0232222321,mnshcprincipal@gmail.com,Northern,Mannar,Mannar,Mannar,Sinhala/ Tamil/ English,Mixed,National,1AB,Grade 1-13,Very Congenial,1398
4538,1201002,11002,ST.XAVIERS BOYS COLLEGE,SINNAKADAI MANNAR,0232222129,sxcboys@yahoo.com,Northern,Mannar,Mannar,Mannar,Sinhala/ Tamil/ English,Male,National,1AB,Grade 1-13,Very Congenial,1740
4539,1201003,11003,ST.XAVIER'S GIRLS'COLLEGE,"SINNAKADAI, MANNAR",0232222327,mnsxgc@yahoo.com,Northern,Mannar,Mannar,Mannar,Sinhala/ Tamil/ English,Female,National,1AB,Grade 1-13,Very Congenial,1587
4540,1201004,11004,FATIMA MADHYA MAHA VIDYALAYAM,PESALAI,0232050103,mnstfatimammv@gmail.com,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,1AB,Grade 6-13,Congenial,998
4541,1204001,11005,ST ANNES M.M.V.,VANKALAI MANNAR,0232050455,mnannemmv@gmail.com,Northern,Mannar,Mannar,Nanattan,Tamil,Mixed,Provincial,1AB,Grade 6-13,Congenial,605
4542,1204002,11006,ILAHADIPPIDY RCTMS,NANATTAN,0233233824,ilahadippiddyrctms@gmail.com,Northern,Mannar,Mannar,Nanattan,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Difficult,89
4543,1201005,11007,UYILANKULAM R.C.T.M.S,"UYILANKULAM ,",0232051889,uyilankulamrctms1201005@gmail.com,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,1C,Grade 1-13,Not Congenial,240
4544,1201037,11008,UYIRTHARASANKULAMR.C.T.M.S,UYIRTHARASANKULAM MURUNKAN,0233238249,,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Not Congenial,77
4545,1201006,11009,THALAIMANNAR PIER G.T.M.S,"THALAIMANNAR PIER, THALAIMANNAR",0232051892,talaimannarpiergtms@gmail.com,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,1AB,Grade 6-13,Not Congenial,386
4546,1201007,11010,ST.JOSEPH'S MAHAVIDYALAYAM. THALVUPADHU,THALVUPADHU MANNAR,0232223167,stjosephmvd@gmail.com,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,408
4547,1201008,11011,ST.LUCIA'S M.V.,"PALLIMUNAI, MANNAR",0232223166,mnstluciasmv@gmail.com,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,1C,Grade 1-13,Congenial,505
4548,1201009,11012,ST.MOTHER THERESA R.C.T.M.S,THALVUPADU ROAD ELUTHOOR MANNAR,0232251640,eluthoorrctmsgmail.com,Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Congenial,196
4549,1201010,11013,OLAITHODUVAI R.C.T.M.S,PESALAI MANNAR,0233239337,"mnthoduwai@gmail,com",Northern,Mannar,Mannar,Mannar,Tamil,Mixed,Provincial,Type 2,Grade 1-11,Very Difficult,75
